image_path,instruction,description,input
006742.jpg,Provide a detailed and accurate description of the image within 50 words.,"A man sits in front of his computer, looking towards the left. He is wearing a white shirt with the sleeves rolled up and a beige sweater. The computer has a small webcam on top.  There is a speaker in front of the computer.","label_boundingbox:{person: {'xyxy': {'Left': 14, 'Top': 23, 'Right': 500, 'Bottom': 400}},tvmonitor: {'xyxy': {'Left': 0, 'Top': 138, 'Right': 189, 'Bottom': 315}}},
caption:a man sitting in front of a computer.,
image_embedding:[-0.45, 0.14, 0.59, 0.84, -0.01, -0.0, -0.57, 0.28, -0.73, -0.19, -0.06, 0.1, -0.78, 0.53, 0.1, -0.32, -1.02, 0.55, 0.02, -0.46, 0.04, -0.73, -0.53, -0.08, 0.46, -0.32, -0.46, 0.0, -0.1, -0.34, 0.85, 1.33, -0.58, 0.2, 0.49, -0.94, -0.65, -0.4, 0.57, 1.32, 0.82, 0.96, 0.2, -0.23, -4.13, 0.38, 0.13, -0.07, 0.66, -0.5, -0.72, -0.16, -0.3, 0.96, -1.36, 0.92, 0.81, 0.44, -0.12, 0.31, 1.2, -0.02, 0.22, 0.2]"
004980.jpg,Provide a detailed and accurate description of the image within 50 words.,A herd of black cows graze peacefully in a large open field. The cows are silhouetted against the blue sky and the dry brown grass. There are some trees in the background.  The scene is peaceful and tranquil.,"label_boundingbox:{cow: {'xyxy': {'Left': 379, 'Top': 207, 'Right': 466, 'Bottom': 252}}},
caption:cows grazing in a field.,
image_embedding:[0.05, 0.48, 0.41, -0.29, -1.17, 0.29, -0.3, 0.06, 0.81, 0.71, -0.8, 0.13, 0.89, -0.2, -0.27, -0.6, 0.2, -0.09, -0.12, 0.22, -0.02, -0.36, -0.3, 0.16, 0.02, 0.15, -0.34, 0.06, 0.44, -0.14, 0.15, 0.57, 0.6, -0.57, 0.44, -0.23, 0.73, 1.23, -0.04, -0.93, 0.11, 0.83, -0.04, 0.87, -3.7, 0.64, -0.11, -0.06, 0.76, 0.41, 0.08, 0.31, 0.75, -0.6, -0.94, -0.99, 0.32, -0.48, -0.19, -0.39, -0.34, 0.54, 0.26, -0.59]"
004833.jpg,Provide a detailed and accurate description of the image within 50 words.,A blue and white Suzuki GSX-R1000 motorcycle sits parked on a blue wooden deck. the motorcycle is in great condition and looks ready to ride. the background is a brown bamboo fence.  the bike is a popular choice for sport bike enthusiasts.,"label_boundingbox:{motorbike: {'xyxy': {'Left': 0, 'Top': 0, 'Right': 354, 'Bottom': 375}}},
caption:a blue and white motorcycle.,
image_embedding:[-0.55, 0.31, -0.29, 0.01, -0.89, -1.06, -0.61, -0.12, -0.8, -0.51, -0.58, 0.3, -0.42, -1.0, -1.19, -0.08, 0.12, -0.75, 0.02, 0.04, 0.85, -0.46, -0.32, 0.54, -0.86, 0.96, -1.09, 0.65, 0.86, 0.26, 0.56, -0.78, 0.14, 0.21, -0.08, -0.06, 0.21, 0.2, 0.49, -0.16, -0.38, 0.32, 0.17, -0.21, -0.23, 0.5, 0.39, -0.16, -0.56, -0.58, -0.6, -0.26, -0.09, 1.2, 0.48, 0.47, 0.17, -1.03, -0.13, 0.12, -0.52, 0.86, 0.06, -0.04]"
006232.jpg,Provide a detailed and accurate description of the image within 50 words.,A green and white seaplane with the registration N77BA is docked at a wooden pier on a calm lake. The plane is in the foreground with a small town and forested hills in the background. The image is framed by a tree on the right side of the photo.,"label_boundingbox:{aeroplane: {'xyxy': {'Left': 100, 'Top': 151, 'Right': 482, 'Bottom': 274}}},
caption:a small plane on a dock.,
image_embedding:[-0.42, -0.17, 0.04, 0.4, 0.02, -0.54, 1.07, -0.53, 0.2, -0.0, -0.01, -0.23, 0.03, -0.89, -0.31, 0.08, 0.12, -0.77, 0.01, 0.51, 0.82, -0.78, -0.99, -0.23, -0.63, -0.34, -0.4, 0.01, -0.18, 0.19, 0.33, -0.47, -0.27, 0.19, 0.46, -0.16, 0.3, -0.55, 0.99, -0.09, -1.06, 0.43, -0.88, -0.16, -4.96, 0.15, -0.02, 0.02, -0.6, 0.14, 0.14, -0.23, -0.53, -1.27, 0.34, 0.42, -0.65, 0.44, 0.1, -0.18, 0.02, 0.26, 0.33, 0.6]"
004580.jpg,Provide a detailed and accurate description of the image within 50 words.,Two women stand next to a fire engine on a busy street. They are talking to each other and looking at something out of frame. There are two cars and a few other people in the background.,"label_boundingbox:{car: {'xyxy': {'Left': 172, 'Top': 245, 'Right': 244, 'Bottom': 328}},person: {'xyxy': {'Left': 173, 'Top': 236, 'Right': 339, 'Bottom': 500}},bus: {'xyxy': {'Left': 0, 'Top': 117, 'Right': 158, 'Bottom': 436}}},
caption:a woman talking to a firefighter.,
image_embedding:[-1.29, 0.06, 0.48, 0.02, -0.85, 0.63, 0.43, 0.22, -0.06, -0.73, -0.7, 0.12, 0.78, -0.27, -0.67, -0.71, -0.72, 0.09, 0.39, 0.03, 0.32, -0.37, -0.26, -0.05, -0.05, 0.25, -0.72, -0.19, -0.81, 0.51, 0.35, -0.48, 0.88, -0.22, 0.05, -0.14, -0.62, 0.23, 0.36, -0.21, 0.62, 0.54, 0.02, -0.2, -3.29, 0.45, -0.86, -0.01, 1.23, 0.11, 0.61, 0.42, 0.61, -0.09, -0.11, 0.02, -0.4, -0.44, 0.09, 0.05, -0.7, 1.28, 1.29, 0.06]"
005849.jpg,Provide a detailed and accurate description of the image within 50 words.,"A family of four stands in front of a chain-link fence, smiling and looking at the camera. Behind them is a large boat, which has the words shipwreck cove printed on the side.  There is a stroller with a child in it in the foreground.  A sunny day out at the harbor!","label_boundingbox:{person: {'xyxy': {'Left': 242, 'Top': 234, 'Right': 285, 'Bottom': 357}},train: {'xyxy': {'Left': 0, 'Top': 0, 'Right': 500, 'Bottom': 243}}},
caption:a boat,
image_embedding:[-0.04, 0.22, 0.54, 0.47, 0.05, 0.42, 0.36, 0.32, 0.42, -0.34, -0.38, -0.58, -0.44, -0.53, 0.43, 0.06, -0.68, -0.52, 0.38, -0.09, 0.2, -0.27, -0.44, 0.2, -0.0, -0.79, -0.28, 0.41, -0.5, 0.48, 0.2, 0.17, -0.5, 1.31, -0.11, -0.38, 0.16, 1.94, 0.4, -0.12, -0.07, 0.8, 0.45, -0.9, -2.79, 0.03, 0.18, -0.47, -0.55, -0.5, 0.28, -0.32, -0.61, -0.34, 0.19, -0.8, 0.19, -0.58, -0.66, 0.22, -1.03, 0.06, 0.02, -0.63]"
005477.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young woman in a patterned dress speaks into a microphone,  while a group of men stand and listen in the background.  There are paintings in the background, and the woman appears to be giving a presentation.","label_boundingbox:{person: {'xyxy': {'Left': 177, 'Top': 47, 'Right': 396, 'Bottom': 375}},bottle: {'xyxy': {'Left': 294, 'Top': 104, 'Right': 393, 'Bottom': 141}}},
caption:a woman,
image_embedding:[-0.36, 0.07, -0.44, 0.12, 0.33, -0.3, -0.27, -0.49, -0.71, -0.18, 0.39, 0.3, -0.27, 0.12, 0.19, -0.59, 1.09, -0.88, 0.01, 1.26, 0.59, -0.58, 0.16, -0.07, -0.59, 0.09, -0.33, 0.54, 0.07, -0.23, 0.6, 0.18, 0.25, -0.02, -0.15, -1.2, 0.73, 1.42, -0.18, 0.06, 0.14, -0.3, 0.02, 0.03, -2.64, 0.56, 0.37, -0.29, 0.37, 0.18, 0.53, -0.68, -1.54, 0.98, -1.11, -0.99, -0.06, 0.08, -0.46, 0.66, -0.86, 1.25, 0.09, 0.65]"
002154.jpg,Provide a detailed and accurate description of the image within 50 words.,"A line of classic cars are parked up and waiting for their turn to race. The lead car is a red Porsche 356, with other classic and vintage racing cars behind. The cars are parked on a wet tarmac surface, with a few spectators visible in the background.","label_boundingbox:{Yak: {'xyxy': {'Left': 332, 'Top': 81, 'Right': 357, 'Bottom': 115}},person: {'xyxy': {'Left': 36, 'Top': 70, 'Right': 56, 'Bottom': 104}},car: {'xyxy': {'Left': 39, 'Top': 93, 'Right': 361, 'Bottom': 293}}},
caption:a bunch of cars parked in a parking lot.,
image_embedding:[-0.52, 0.45, 0.21, 0.35, 0.68, 0.35, -0.07, 0.9, 0.04, -0.17, 0.39, 0.46, -0.7, 0.62, -0.37, -0.51, -0.77, -0.41, -0.03, -0.01, -0.55, 0.35, -0.36, -0.06, -0.34, -0.15, -0.45, -0.13, 0.33, 0.24, -0.04, 0.5, -0.51, 0.07, -0.15, 0.4, 1.1, -0.16, 0.18, -0.76, 0.06, 0.88, -0.34, 0.23, -2.97, 0.41, 0.0, -0.14, 0.83, 0.63, 0.05, -0.13, -0.41, 0.24, -0.12, 0.48, 0.22, -1.01, 0.26, -0.36, 0.0, 1.12, -0.58, -0.04]"
003910.jpg,Provide a detailed and accurate description of the image within 50 words.,A woman wearing a life jacket sits in a bright pink kayak in the middle of a calm lake. She is paddling and enjoying the warm weather. The shoreline is visible in the background.,"label_boundingbox:{person: {'xyxy': {'Left': 158, 'Top': 120, 'Right': 249, 'Bottom': 220}},boat: {'xyxy': {'Left': 28, 'Top': 184, 'Right': 362, 'Bottom': 241}}},
caption:a person in a pink kay.,
image_embedding:[-0.39, -0.39, 0.3, -0.38, -0.29, -0.21, -0.49, 0.6, -0.07, 0.4, -0.45, -1.12, 0.52, 0.61, -0.4, 0.64, -0.51, 0.1, 0.77, -0.56, 0.01, -0.43, -0.57, -0.2, -0.28, 0.1, -0.89, 0.16, 0.74, 0.31, 0.5, -0.36, -0.62, -0.37, 0.23, -0.17, 1.53, 0.29, 1.99, -0.67, -0.23, 0.16, -0.05, 0.24, -4.51, 0.57, 0.58, -0.59, -0.4, 0.0, 0.18, -0.03, -1.08, 1.31, -0.43, 0.55, 0.08, 0.73, -0.27, -0.47, 0.17, 0.5, -0.03, -0.29]"
006211.jpg,Provide a detailed and accurate description of the image within 50 words.,A black cat stands on a brick building with a grey cement roof extension. the cat is looking towards the camera. the building has a large window with white trim. there are trees in the bottom left corner.,"label_boundingbox:{Monkey: {'xyxy': {'Left': 150, 'Top': 239, 'Right': 200, 'Bottom': 279}}},
caption:a cat sitting on a roof.,
image_embedding:[0.23, -0.02, 0.63, -0.36, 0.24, -1.04, 0.1, -0.08, 0.29, -1.01, 1.01, -0.12, -0.78, -0.76, -0.71, -0.8, -0.39, -0.0, 0.02, 0.11, 0.37, 0.19, 0.48, -0.7, -0.5, -0.37, -0.34, -0.02, 0.01, -0.07, -0.76, 0.03, -0.75, 0.01, -0.85, -0.28, -0.15, 0.49, 0.05, -0.32, -0.65, 0.1, 0.28, 0.69, -2.86, -0.45, -0.55, -0.05, 0.01, 0.78, -0.23, 0.02, -0.26, 0.35, -0.87, -0.12, -0.07, -0.31, 0.47, 0.14, 0.08, 0.51, 0.29, -0.62]"
009293.jpg,Provide a detailed and accurate description of the image within 50 words.,"A brightly colored motorcycle with a unique paint scheme is parked on a paved street. The motorcycle has a polka dot and floral pattern in bright colors, including yellow, red, orange, blue, and pink. The rear tire is visible behind the colorful body of the motorcycle.","label_boundingbox:{Other Fish: {'xyxy': {'Left': 81, 'Top': 0, 'Right': 269, 'Bottom': 447}},motorbike: {'xyxy': {'Left': 22, 'Top': 0, 'Right': 271, 'Bottom': 448}}},
caption:a colorful motorcycle parked on the side of the road.,
image_embedding:[-0.88, -0.24, 0.02, -0.41, 0.19, 0.95, 0.49, 0.05, 0.05, -0.63, -0.78, 0.83, 0.77, 0.38, -0.57, -0.62, 0.58, -0.15, 0.57, 1.06, -0.46, -0.01, 0.66, 0.71, -0.56, 0.83, -0.29, -0.34, 0.3, 0.39, -0.13, -0.36, -0.27, 0.28, -0.38, -0.11, 0.41, -0.02, 0.42, 0.85, -0.42, -0.17, -0.3, -0.27, -4.06, -0.64, -0.57, -0.21, 0.26, -0.11, -0.32, 0.09, -0.3, -0.93, -0.29, -0.02, -0.21, -0.12, -0.43, 0.59, -0.2, 0.35, 0.29, -0.48]"
006342.jpg,Provide a detailed and accurate description of the image within 50 words.,"A green heron flies low over a pond, its wings spread wide. The heron's reflection is visible in the still water below. The pond is surrounded by tall grass and reeds.  The heron appears to be hunting for prey.","label_boundingbox:{bird: {'xyxy': {'Left': 63, 'Top': 46, 'Right': 315, 'Bottom': 173}}},
caption:a bird flying over the water.,
image_embedding:[-0.99, 0.25, 0.05, -0.02, 0.59, 0.14, -0.22, -0.81, 0.72, 0.35, -0.38, 0.12, -0.58, 0.05, -0.29, -0.48, 0.3, -1.36, -0.52, 0.04, 0.05, 0.17, -0.04, -1.04, 0.93, 0.17, -0.6, -0.41, -0.04, 0.45, 0.57, -0.01, -0.43, 0.77, -0.21, -0.73, 0.38, -0.01, 1.46, -0.72, 0.46, -0.18, 0.39, 0.75, -4.5, -0.28, -0.44, -0.0, -0.14, 0.02, 0.2, 0.1, 0.32, -0.49, -0.04, -0.07, -0.49, -0.4, -0.11, -0.04, 0.0, 0.09, -0.94, 0.16]"
000013.jpg,Provide a detailed and accurate description of the image within 50 words.,"A large, moss-covered tree stands tall in a grassy field.  A lone highland cow grazes in the field,  its shaggy brown coat blending into the landscape. The scene is peaceful and serene.","label_boundingbox:{Yak: {'xyxy': {'Left': 297, 'Top': 159, 'Right': 446, 'Bottom': 253}}},
caption:a cow grazing in a field.,
image_embedding:[-0.34, -0.3, 0.39, -0.18, 1.38, -0.06, -0.07, 0.29, -0.33, 1.02, 1.43, -0.92, -0.42, 0.52, 0.44, 0.62, 0.81, 0.13, -0.04, 1.54, 0.09, -1.06, -0.27, -0.27, -0.26, 0.28, -0.07, -0.29, 0.27, 0.15, 0.42, -0.02, -0.82, 0.01, 0.18, -0.32, 0.68, -0.1, 0.87, -1.14, -0.35, 0.06, 0.14, 0.09, -3.81, 0.87, -0.31, 0.06, 0.68, 0.15, 0.49, -0.1, 0.81, -0.62, 0.66, 0.22, -0.43, 0.24, 0.1, -0.05, -0.13, 0.36, -0.0, -0.43]"
002388.jpg,Provide a detailed and accurate description of the image within 50 words.,"A sleek brown cat stares intently at a birthday cake with a single blue candle. The cake is on a white plate, and there is a white tablecloth with a red and white pattern. The cat looks like it is ready to celebrate.","label_boundingbox:{cat: {'xyxy': {'Left': 134, 'Top': 0, 'Right': 497, 'Bottom': 327}}},
caption:a cat eating a birthday cake.,
image_embedding:[-0.14, 0.23, -0.18, 0.5, 0.34, -0.95, 0.15, -0.22, 0.15, 0.89, -0.0, 0.32, -0.5, 0.39, -1.02, -0.54, 0.78, 0.7, 0.07, 0.67, 0.87, -0.35, -0.43, -1.18, -0.45, -0.02, -0.46, 0.73, 0.35, -0.02, -0.04, -0.54, -0.98, 0.37, 0.23, -0.91, 0.41, -0.5, -0.52, 0.66, -0.75, 1.46, 0.08, 0.17, -2.98, 0.69, 0.38, 0.25, -0.1, -0.47, 0.19, -0.24, -0.51, -0.43, 0.4, -0.81, 0.03, -1.11, -0.06, -0.73, 0.57, 0.74, 0.53, -0.47]"
006970.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white sedan drives past a sign indicating centre parking on a street in a small town. The car is driving in front of a blank sign on a pole, obscured by the glare of the sun.  A second car is partially visible in the background.","label_boundingbox:{Other Fish: {'xyxy': {'Left': 203, 'Top': 11, 'Right': 226, 'Bottom': 23}},car: {'xyxy': {'Left': 57, 'Top': 296, 'Right': 373, 'Bottom': 396}}},
caption:a police car in a parking lot.,
image_embedding:[-0.99, 0.77, 0.27, -0.09, -0.84, 0.26, 0.29, 0.56, 0.66, 0.61, 0.17, 0.62, 0.55, -0.73, 0.4, -0.6, -0.43, 0.25, 0.24, -0.62, 0.25, 0.36, 0.06, 0.42, -0.55, 0.43, 0.08, 0.26, -0.1, -0.47, 0.07, -0.03, -0.4, -0.14, 0.69, -0.32, -0.03, -0.73, 0.17, 0.32, -1.0, 0.02, 0.49, 0.19, -1.67, -0.12, -0.07, -0.02, 0.27, 1.1, -0.3, 0.89, -0.93, 1.06, 0.35, -0.31, 0.47, -0.3, 0.18, 0.38, -0.54, -0.0, -0.14, 0.03]"
004854.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white sheep with a black face and a black and white lamb graze in a lush green meadow, shaded by a row of trees. The sheep's wool is thick and fluffy, while the lamb's wool is shorter and smoother. The scene is peaceful and idyllic.","label_boundingbox:{sheep: {'xyxy': {'Left': 79, 'Top': 192, 'Right': 270, 'Bottom': 297}}},
caption:two sheeps in a field.,
image_embedding:[0.05, -0.19, -0.29, -0.14, 1.35, -0.5, 0.01, 0.75, -0.05, 0.64, 0.0, -1.14, 0.13, 0.36, -0.44, -0.85, 0.23, -0.72, -0.44, -0.03, 0.03, -0.45, 0.08, -0.12, -1.15, -0.09, 0.84, 0.36, 0.15, -0.07, 0.55, 0.53, -0.62, 0.33, -0.67, -0.06, 0.06, 0.22, 1.38, -0.42, 0.08, 0.0, -0.1, -0.11, -4.62, 1.13, -0.71, -0.12, 0.28, 0.68, 0.1, -0.0, 0.05, -0.25, -0.19, -0.51, 0.58, -0.5, -0.13, -0.35, -0.05, -0.26, 0.36, -0.1]"
002573.jpg,Provide a detailed and accurate description of the image within 50 words.,A group of people ride horses along the sandy shore of the beach. The ocean waves crash gently in the distance. The riders appear to be enjoying the sunny day and the open space.,"label_boundingbox:{horse: {'xyxy': {'Left': 57, 'Top': 150, 'Right': 175, 'Bottom': 247}},person: {'xyxy': {'Left': 424, 'Top': 117, 'Right': 469, 'Bottom': 217}}},
caption:some people riding horses on the beach.,
image_embedding:[-0.27, 0.39, 0.28, -0.27, -1.12, 0.09, -0.27, 0.47, -0.58, 0.11, 0.55, 1.12, 0.31, -1.16, -0.3, 1.12, 0.84, -0.42, -0.34, 0.08, 0.01, -0.26, 0.05, -0.05, -0.04, -0.14, -0.14, -0.28, 0.43, 0.6, 0.21, 0.78, 0.3, 0.17, 0.17, -0.08, 0.49, 0.47, -0.09, 0.02, -0.18, 1.01, -0.21, 0.62, -2.53, 0.96, 0.07, -0.52, 0.13, -0.21, 0.71, -0.18, 0.07, 1.4, 0.8, -0.52, 0.41, -0.44, -0.11, -0.33, -0.12, 1.32, 0.42, -1.05]"
005456.jpg,Provide a detailed and accurate description of the image within 50 words.,"A rider in a black jacket and helmet gracefully jumps over a white fence on a brown horse. The horse's front legs are extended in mid-air, showcasing their athleticism. The horse is focused on the jump, with its ears perked forward, and the rider sits confidently in the saddle. There is a fence on either side of the jump, and the background features greenery.","label_boundingbox:{person: {'xyxy': {'Left': 109, 'Top': 12, 'Right': 194, 'Bottom': 130}},horse: {'xyxy': {'Left': 109, 'Top': 28, 'Right': 209, 'Bottom': 212}}},
caption:a person jumping a horse over a fence.,
image_embedding:[0.56, 0.33, 0.78, -0.01, -0.02, -0.27, 0.05, 0.02, -0.81, -0.46, 0.15, 0.83, 0.1, 0.23, 0.11, 0.21, 0.23, -0.09, -0.5, -0.06, 0.7, -0.48, -0.11, -0.08, -0.16, -0.2, -0.82, -0.68, -1.01, -0.04, -0.35, 0.8, 0.39, -0.75, -0.07, -0.37, -0.32, 0.94, 1.01, 0.24, -0.41, -0.62, -0.92, -0.19, -3.94, 0.23, -0.01, -1.16, 0.5, 0.2, -0.38, 0.09, -0.6, 0.74, -0.45, 0.24, -0.79, -0.8, 0.35, -0.17, 0.92, -1.16, 0.29, -0.59]"
009149.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white suzuki rally car powers around a dirt corner.  The car is covered in dirt and grime, showing the power of this competition. the driver is focused and ready to take on the next challenge.  the car is a blur of motion as it tackles the challenging terrain.","label_boundingbox:{car: {'xyxy': {'Left': 190, 'Top': 92, 'Right': 498, 'Bottom': 326}}},
caption:a car,
image_embedding:[0.22, -0.01, 0.02, 0.01, -0.61, -0.05, -0.45, 0.24, 0.01, -0.41, 0.71, -0.09, -0.16, -0.07, 0.25, -0.36, -0.83, 0.86, 0.7, -0.01, 0.23, 0.45, -0.23, -0.57, 0.01, 0.55, 0.53, -0.62, -0.39, -0.25, 0.72, 0.41, -0.5, -0.58, 1.09, -0.09, 0.56, -0.12, 0.88, -0.17, -0.79, 0.34, 0.02, -0.13, -5.09, 0.29, 0.01, -0.07, 0.63, 0.21, -0.48, -0.8, -0.27, 0.15, 0.51, -1.5, 0.22, -0.22, 0.7, -0.52, -0.13, 0.89, -0.31, -0.36]"
003357.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white Nissan Skyline GT-R sits parked on a paved lot. The car is in pristine condition and has a low, sporty stance. The car is surrounded by other parked vehicles.  The focus is on the GT-R, its sleek lines and powerful silhouette are the focus of the image.","label_boundingbox:{car: {'xyxy': {'Left': 22, 'Top': 80, 'Right': 477, 'Bottom': 275}}},
caption:a car parked in a parking lot.,
image_embedding:[-0.68, 0.77, 0.21, 0.28, -0.13, 0.01, 0.08, 0.18, -0.52, 0.2, 0.21, -0.62, -0.27, -0.3, -0.69, -0.62, 0.41, 0.14, 0.02, 0.71, 0.18, 0.03, 0.26, 0.28, -0.95, 1.17, 0.81, 0.57, 0.23, -0.57, -0.34, 0.23, -0.06, -0.09, 1.26, 0.41, 0.66, 0.79, 1.04, 0.03, 0.04, 1.32, 0.41, -0.21, -1.97, -0.8, -0.27, -0.46, 0.15, 0.2, -0.39, -0.51, -1.12, 0.79, -0.32, -0.05, 0.11, -0.94, -0.13, 0.25, -1.27, 1.43, 0.16, -0.38]"
001428.jpg,Provide a detailed and accurate description of the image within 50 words.,"A ginger cat sits on a windowsill, gazing out the window at the street below. the cat is looking at a white van that has just driven by. the cat's tail is curled up on the windowsill behind it.  the cat is very relaxed and appears to be enjoying the view.","label_boundingbox:{car: {'xyxy': {'Left': 243, 'Top': 139, 'Right': 401, 'Bottom': 221}},cat: {'xyxy': {'Left': 153, 'Top': 187, 'Right': 437, 'Bottom': 351}}},
caption:a cat on a window sile.,
image_embedding:[-0.41, 0.33, 0.22, 0.02, -0.01, 0.26, -0.17, 0.07, -0.38, 0.5, -0.64, 0.12, -0.23, -0.02, -0.25, -1.1, 0.23, 0.1, -0.12, 0.8, 0.85, -0.42, -0.01, 0.43, 0.09, -0.46, -0.21, 0.74, -0.1, 0.14, -0.13, -0.4, -1.15, -0.03, -0.29, 0.43, 0.65, -0.2, -0.06, 0.04, -0.49, 1.72, -0.67, -0.06, -4.36, 0.13, -1.61, -0.37, 0.08, -0.48, 0.1, 0.08, 0.02, 0.52, -0.93, -0.47, -1.01, -0.87, 0.01, -0.67, 0.15, 0.85, -0.14, 0.18]"
009216.jpg,Provide a detailed and accurate description of the image within 50 words.,"A cat peers over the top of an older CRT monitor. The monitor shows a video game with a character wearing an orange and black suit. A set of speakers sit on a desk next to the monitor, the cat and the monitor sit in front of a tower computer.","label_boundingbox:{cat: {'xyxy': {'Left': 177, 'Top': 0, 'Right': 400, 'Bottom': 126}},tvmonitor: {'xyxy': {'Left': 67, 'Top': 97, 'Right': 375, 'Bottom': 332}}},
caption:a cat on top of a computer.,
image_embedding:[-0.54, -0.58, 0.13, -0.28, -0.23, -0.01, 0.27, 0.75, 0.31, 0.04, 0.28, -0.15, -0.24, -1.15, -0.47, -0.33, 0.87, -0.14, 1.0, 0.34, -0.07, -0.63, -0.23, 0.65, -0.96, 0.14, 0.22, 0.88, -0.53, -0.53, -0.07, 0.18, -0.32, 0.95, 0.25, -0.51, -0.14, -0.02, 0.57, 0.4, -0.04, -0.19, 0.16, 0.65, -2.88, 0.05, 0.31, -0.05, 0.41, 0.18, -0.8, 0.06, 0.1, -0.65, -0.76, 0.32, 0.65, -0.65, 0.33, -0.26, 0.46, 0.09, -0.68, 0.73]"
003942.jpg,Provide a detailed and accurate description of the image within 50 words.,"A chef wearing a bandana prepares food in a restaurant kitchen. You can see a stack of plates behind him, and a hanging lamp casts a shadow over the scene. The kitchen has a sleek, modern design.","label_boundingbox:{bottle: {'xyxy': {'Left': 14, 'Top': 149, 'Right': 42, 'Bottom': 235}},person: {'xyxy': {'Left': 151, 'Top': 124, 'Right': 270, 'Bottom': 232}}},
caption:a person in a kitchen,
image_embedding:[1.19, -0.48, 0.03, 0.31, -0.25, 0.4, 0.14, 0.34, 0.11, 0.01, 0.24, 0.03, 0.27, 1.07, 0.07, -0.29, 0.4, 0.86, 0.56, 0.07, 0.07, -0.31, 0.06, 0.37, -0.05, -0.34, -0.26, -0.21, -0.28, 0.28, 0.65, 0.21, -0.36, -0.53, -0.94, 0.14, -0.84, -0.05, 0.06, 0.01, 0.08, -0.14, -0.04, -0.48, -3.74, -0.42, -0.42, 0.72, 1.02, 0.34, 0.31, -0.49, -1.01, -0.6, -0.99, -0.3, -1.14, -0.53, -0.11, 0.51, 0.38, 0.42, -0.78, -0.0]"
009630.jpg,Provide a detailed and accurate description of the image within 50 words.,A black cat stands on a countertop in a white kitchen with red knobs.,"label_boundingbox:{Zebra: {'xyxy': {'Left': 0, 'Top': 243, 'Right': 63, 'Bottom': 375}},Rabbit: {'xyxy': {'Left': 409, 'Top': 219, 'Right': 429, 'Bottom': 247}},bottle: {'xyxy': {'Left': 47, 'Top': 144, 'Right': 72, 'Bottom': 214}},pottedplant: {'xyxy': {'Left': 368, 'Top': 89, 'Right': 420, 'Bottom': 146}},cat: {'xyxy': {'Left': 338, 'Top': 157, 'Right': 405, 'Bottom': 310}}},
caption:a cat in a kitchen.,
image_embedding:[1.41, 0.39, -0.12, 0.56, -0.27, -0.04, -0.18, -0.21, 0.2, -1.09, 0.38, -0.69, -0.44, 1.26, -0.56, -0.75, -0.23, 0.33, 1.1, 0.45, 0.65, 0.84, 0.36, -0.68, 0.91, -0.57, -0.54, 0.26, -0.65, 0.19, 1.42, 0.58, -0.23, 0.71, -0.32, -0.96, -0.1, -1.02, -0.09, 0.02, -0.5, 0.87, 0.57, -0.09, -1.37, 0.22, -0.88, -0.3, -0.28, -0.23, 0.72, 0.23, -1.1, 1.08, 0.73, 0.36, -0.2, -0.67, 0.01, 0.4, 0.6, -0.92, 0.53, -0.89]"
